confidence,id,provenance,relation,source_id,target_id
0.95,edge_000657,book_chunk,FROM_SOURCE,ev_cbc_001120_72511d7a91,source:clinical_hematology_pdf
1.0,edge_000658,book_chunk,BELONGS_TO_PANEL,ev_cbc_001120_72511d7a91,panel:cbc
0.9,edge_000659,book_chunk,MENTIONS_TEST,ev_cbc_001120_72511d7a91,test:plt
0.55,edge_000660,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:plt:high,ev_cbc_001120_72511d7a91
0.55,edge_000661,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:plt:low,ev_cbc_001120_72511d7a91
0.9,edge_000662,book_chunk,MENTIONS_TEST,ev_cbc_001120_72511d7a91,test:rbc
0.55,edge_000663,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:rbc:high,ev_cbc_001120_72511d7a91
0.55,edge_000664,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:rbc:low,ev_cbc_001120_72511d7a91
0.9,edge_000665,book_chunk,MENTIONS_TEST,ev_cbc_001120_72511d7a91,test:rdw
0.55,edge_000666,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:rdw:high,ev_cbc_001120_72511d7a91
0.55,edge_000667,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:rdw:low,ev_cbc_001120_72511d7a91
0.75,edge_000668,book_chunk,SUPPORTS_CONDITION,ev_cbc_001120_72511d7a91,condition:anemia
0.75,edge_000669,book_chunk,SUPPORTS_CONDITION,ev_cbc_001120_72511d7a91,condition:anisocytosis
0.75,edge_000670,book_chunk,SUPPORTS_CONDITION,ev_cbc_001120_72511d7a91,condition:bleeding_risk
0.75,edge_000671,book_chunk,SUPPORTS_CONDITION,ev_cbc_001120_72511d7a91,condition:bone_marrow_disorder
0.75,edge_000672,book_chunk,SUPPORTS_CONDITION,ev_cbc_001120_72511d7a91,condition:coagulation_disorder
0.75,edge_000673,book_chunk,SUPPORTS_CONDITION,ev_cbc_001120_72511d7a91,condition:iron_deficiency_anemia
0.75,edge_000674,book_chunk,SUPPORTS_CONDITION,ev_cbc_001120_72511d7a91,condition:thalassemia
1.0,edge_000675,book_chunk,FROM_SOURCE,ev_cbc_003143_194483d4cc,source:harrison_pdf
1.0,edge_000676,book_chunk,BELONGS_TO_PANEL,ev_cbc_003143_194483d4cc,panel:cbc
0.9,edge_000677,book_chunk,MENTIONS_TEST,ev_cbc_003143_194483d4cc,test:hgb
0.55,edge_000678,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:hgb:high,ev_cbc_003143_194483d4cc
0.55,edge_000679,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:hgb:low,ev_cbc_003143_194483d4cc
0.9,edge_000680,book_chunk,MENTIONS_TEST,ev_cbc_003143_194483d4cc,test:plt
0.55,edge_000681,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:plt:high,ev_cbc_003143_194483d4cc
0.55,edge_000682,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:plt:low,ev_cbc_003143_194483d4cc
0.9,edge_000683,book_chunk,MENTIONS_TEST,ev_cbc_003143_194483d4cc,test:rbc
0.55,edge_000684,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:rbc:high,ev_cbc_003143_194483d4cc
0.55,edge_000685,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:rbc:low,ev_cbc_003143_194483d4cc
0.9,edge_000686,book_chunk,MENTIONS_TEST,ev_cbc_003143_194483d4cc,test:rdw
0.55,edge_000687,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:rdw:high,ev_cbc_003143_194483d4cc
0.55,edge_000688,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:rdw:low,ev_cbc_003143_194483d4cc
0.75,edge_000689,book_chunk,SUPPORTS_CONDITION,ev_cbc_003143_194483d4cc,condition:anisocytosis
0.75,edge_000690,book_chunk,SUPPORTS_CONDITION,ev_cbc_003143_194483d4cc,condition:bleeding_risk
0.75,edge_000691,book_chunk,SUPPORTS_CONDITION,ev_cbc_003143_194483d4cc,condition:thrombocytosis
1.0,edge_000692,book_chunk,FROM_SOURCE,ev_cbc_006188_2ad688d126,source:harrison_pdf
1.0,edge_000693,book_chunk,BELONGS_TO_PANEL,ev_cbc_006188_2ad688d126,panel:cbc
0.9,edge_000694,book_chunk,MENTIONS_TEST,ev_cbc_006188_2ad688d126,test:lymph
0.55,edge_000695,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:lymph:high,ev_cbc_006188_2ad688d126
0.55,edge_000696,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:lymph:low,ev_cbc_006188_2ad688d126
0.9,edge_000697,book_chunk,MENTIONS_TEST,ev_cbc_006188_2ad688d126,test:plt
0.55,edge_000698,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:plt:high,ev_cbc_006188_2ad688d126
0.55,edge_000699,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:plt:low,ev_cbc_006188_2ad688d126
0.9,edge_000700,book_chunk,MENTIONS_TEST,ev_cbc_006188_2ad688d126,test:wbc
0.55,edge_000701,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:wbc:high,ev_cbc_006188_2ad688d126
0.55,edge_000702,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:wbc:low,ev_cbc_006188_2ad688d126
0.75,edge_000703,book_chunk,SUPPORTS_CONDITION,ev_cbc_006188_2ad688d126,condition:bleeding_risk
0.75,edge_000704,book_chunk,SUPPORTS_CONDITION,ev_cbc_006188_2ad688d126,condition:infection
0.75,edge_000705,book_chunk,SUPPORTS_CONDITION,ev_cbc_006188_2ad688d126,condition:leukopenia
0.75,edge_000706,book_chunk,SUPPORTS_CONDITION,ev_cbc_006188_2ad688d126,condition:lymphocytosis
0.75,edge_000707,book_chunk,SUPPORTS_CONDITION,ev_cbc_006188_2ad688d126,condition:thrombocytopenia
0.75,edge_000708,book_chunk,SUPPORTS_CONDITION,ev_cbc_006188_2ad688d126,condition:viral_infection
1.0,edge_000709,book_chunk,FROM_SOURCE,ev_cbc_008674_1559a071fa,source:harrison_pdf
1.0,edge_000710,book_chunk,BELONGS_TO_PANEL,ev_cbc_008674_1559a071fa,panel:cbc
0.9,edge_000711,book_chunk,MENTIONS_TEST,ev_cbc_008674_1559a071fa,test:ig
0.55,edge_000712,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:ig:high,ev_cbc_008674_1559a071fa
0.55,edge_000713,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:ig:low,ev_cbc_008674_1559a071fa
0.9,edge_000714,book_chunk,MENTIONS_TEST,ev_cbc_008674_1559a071fa,test:neut
0.55,edge_000715,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:neut:high,ev_cbc_008674_1559a071fa
0.55,edge_000716,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:neut:low,ev_cbc_008674_1559a071fa
0.9,edge_000717,book_chunk,MENTIONS_TEST,ev_cbc_008674_1559a071fa,test:plt
0.55,edge_000718,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:plt:high,ev_cbc_008674_1559a071fa
0.55,edge_000719,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:plt:low,ev_cbc_008674_1559a071fa
0.9,edge_000720,book_chunk,MENTIONS_TEST,ev_cbc_008674_1559a071fa,test:wbc
0.55,edge_000721,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:wbc:high,ev_cbc_008674_1559a071fa
0.55,edge_000722,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:wbc:low,ev_cbc_008674_1559a071fa
0.75,edge_000723,book_chunk,SUPPORTS_CONDITION,ev_cbc_008674_1559a071fa,condition:bleeding_risk
0.75,edge_000724,book_chunk,SUPPORTS_CONDITION,ev_cbc_008674_1559a071fa,condition:hypoalbuminemia
0.75,edge_000725,book_chunk,SUPPORTS_CONDITION,ev_cbc_008674_1559a071fa,condition:left_shift_stress_response
0.75,edge_000726,book_chunk,SUPPORTS_CONDITION,ev_cbc_008674_1559a071fa,condition:leukocytosis
0.75,edge_000727,book_chunk,SUPPORTS_CONDITION,ev_cbc_008674_1559a071fa,condition:renal_impairment
0.75,edge_000728,book_chunk,SUPPORTS_CONDITION,ev_cbc_008674_1559a071fa,condition:thrombocytopenia
1.0,edge_000729,book_chunk,FROM_SOURCE,ev_cbc_004762_ad34a2dc4c,source:harrison_pdf
1.0,edge_000730,book_chunk,BELONGS_TO_PANEL,ev_cbc_004762_ad34a2dc4c,panel:cbc
0.9,edge_000731,book_chunk,MENTIONS_TEST,ev_cbc_004762_ad34a2dc4c,test:ig
0.55,edge_000732,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:ig:high,ev_cbc_004762_ad34a2dc4c
0.55,edge_000733,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:ig:low,ev_cbc_004762_ad34a2dc4c
0.9,edge_000734,book_chunk,MENTIONS_TEST,ev_cbc_004762_ad34a2dc4c,test:mono
0.55,edge_000735,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:mono:high,ev_cbc_004762_ad34a2dc4c
0.55,edge_000736,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:mono:low,ev_cbc_004762_ad34a2dc4c
0.9,edge_000737,book_chunk,MENTIONS_TEST,ev_cbc_004762_ad34a2dc4c,test:neut
0.55,edge_000738,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:neut:high,ev_cbc_004762_ad34a2dc4c
0.55,edge_000739,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:neut:low,ev_cbc_004762_ad34a2dc4c
0.9,edge_000740,book_chunk,MENTIONS_TEST,ev_cbc_004762_ad34a2dc4c,test:wbc
0.55,edge_000741,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:wbc:high,ev_cbc_004762_ad34a2dc4c
0.55,edge_000742,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:wbc:low,ev_cbc_004762_ad34a2dc4c
0.75,edge_000743,book_chunk,SUPPORTS_CONDITION,ev_cbc_004762_ad34a2dc4c,condition:bone_marrow_disorder
0.75,edge_000744,book_chunk,SUPPORTS_CONDITION,ev_cbc_004762_ad34a2dc4c,condition:left_shift_stress_response
0.75,edge_000745,book_chunk,SUPPORTS_CONDITION,ev_cbc_004762_ad34a2dc4c,condition:leukocytosis
1.0,edge_000746,book_chunk,FROM_SOURCE,ev_cbc_002935_b05133bd30,source:harrison_pdf
1.0,edge_000747,book_chunk,BELONGS_TO_PANEL,ev_cbc_002935_b05133bd30,panel:cbc
0.9,edge_000748,book_chunk,MENTIONS_TEST,ev_cbc_002935_b05133bd30,test:ig
0.55,edge_000749,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:ig:high,ev_cbc_002935_b05133bd30
0.55,edge_000750,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:ig:low,ev_cbc_002935_b05133bd30
0.9,edge_000751,book_chunk,MENTIONS_TEST,ev_cbc_002935_b05133bd30,test:neut
0.55,edge_000752,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:neut:high,ev_cbc_002935_b05133bd30
0.55,edge_000753,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:neut:low,ev_cbc_002935_b05133bd30
0.75,edge_000754,book_chunk,SUPPORTS_CONDITION,ev_cbc_002935_b05133bd30,condition:bacterial_infection
0.75,edge_000755,book_chunk,SUPPORTS_CONDITION,ev_cbc_002935_b05133bd30,condition:infection
0.75,edge_000756,book_chunk,SUPPORTS_CONDITION,ev_cbc_002935_b05133bd30,condition:inflammation
0.75,edge_000757,book_chunk,SUPPORTS_CONDITION,ev_cbc_002935_b05133bd30,condition:left_shift_stress_response
0.95,edge_000758,book_chunk,FROM_SOURCE,ev_cbc_000315_63fc52e5b0,source:clinical_hematology_pdf
1.0,edge_000759,book_chunk,BELONGS_TO_PANEL,ev_cbc_000315_63fc52e5b0,panel:cbc
0.9,edge_000760,book_chunk,MENTIONS_TEST,ev_cbc_000315_63fc52e5b0,test:eos
0.55,edge_000761,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:eos:high,ev_cbc_000315_63fc52e5b0
0.55,edge_000762,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:eos:low,ev_cbc_000315_63fc52e5b0
0.9,edge_000763,book_chunk,MENTIONS_TEST,ev_cbc_000315_63fc52e5b0,test:ig
0.55,edge_000764,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:ig:high,ev_cbc_000315_63fc52e5b0
0.55,edge_000765,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:ig:low,ev_cbc_000315_63fc52e5b0
0.9,edge_000766,book_chunk,MENTIONS_TEST,ev_cbc_000315_63fc52e5b0,test:mono
0.55,edge_000767,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:mono:high,ev_cbc_000315_63fc52e5b0
0.55,edge_000768,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:mono:low,ev_cbc_000315_63fc52e5b0
0.9,edge_000769,book_chunk,MENTIONS_TEST,ev_cbc_000315_63fc52e5b0,test:neut
0.55,edge_000770,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:neut:high,ev_cbc_000315_63fc52e5b0
0.55,edge_000771,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:neut:low,ev_cbc_000315_63fc52e5b0
0.75,edge_000772,book_chunk,SUPPORTS_CONDITION,ev_cbc_000315_63fc52e5b0,condition:bone_marrow_disorder
0.75,edge_000773,book_chunk,SUPPORTS_CONDITION,ev_cbc_000315_63fc52e5b0,condition:eosinophilia
0.75,edge_000774,book_chunk,SUPPORTS_CONDITION,ev_cbc_000315_63fc52e5b0,condition:infection
0.75,edge_000775,book_chunk,SUPPORTS_CONDITION,ev_cbc_000315_63fc52e5b0,condition:neutropenia
1.0,edge_000776,book_chunk,FROM_SOURCE,ev_cbc_015410_d8b2e668eb,source:harrison_pdf
1.0,edge_000777,book_chunk,BELONGS_TO_PANEL,ev_cbc_015410_d8b2e668eb,panel:cbc
0.9,edge_000778,book_chunk,MENTIONS_TEST,ev_cbc_015410_d8b2e668eb,test:mch
0.55,edge_000779,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:mch:high,ev_cbc_015410_d8b2e668eb
0.55,edge_000780,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:mch:low,ev_cbc_015410_d8b2e668eb
0.75,edge_000781,book_chunk,SUPPORTS_CONDITION,ev_cbc_015410_d8b2e668eb,condition:anemia
0.75,edge_000782,book_chunk,SUPPORTS_CONDITION,ev_cbc_015410_d8b2e668eb,condition:hemolytic_anemia
0.75,edge_000783,book_chunk,SUPPORTS_CONDITION,ev_cbc_015410_d8b2e668eb,condition:macrocytic_anemia
1.0,edge_000784,book_chunk,FROM_SOURCE,ev_cbc_016270_0e14ebfa7e,source:harrison_pdf
1.0,edge_000785,book_chunk,BELONGS_TO_PANEL,ev_cbc_016270_0e14ebfa7e,panel:cbc
0.9,edge_000786,book_chunk,MENTIONS_TEST,ev_cbc_016270_0e14ebfa7e,test:mch
0.55,edge_000787,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:mch:high,ev_cbc_016270_0e14ebfa7e
0.55,edge_000788,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:mch:low,ev_cbc_016270_0e14ebfa7e
0.9,edge_000789,book_chunk,MENTIONS_TEST,ev_cbc_016270_0e14ebfa7e,test:mcv
0.55,edge_000790,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:mcv:high,ev_cbc_016270_0e14ebfa7e
0.55,edge_000791,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:mcv:low,ev_cbc_016270_0e14ebfa7e
0.75,edge_000792,book_chunk,SUPPORTS_CONDITION,ev_cbc_016270_0e14ebfa7e,condition:anemia
0.75,edge_000793,book_chunk,SUPPORTS_CONDITION,ev_cbc_016270_0e14ebfa7e,condition:bone_mineral_disorder
0.75,edge_000794,book_chunk,SUPPORTS_CONDITION,ev_cbc_016270_0e14ebfa7e,condition:infection
0.75,edge_000795,book_chunk,SUPPORTS_CONDITION,ev_cbc_016270_0e14ebfa7e,condition:microcytic_anemia
1.0,edge_000796,book_chunk,FROM_SOURCE,ev_cbc_012215_133e6f5586,source:harrison_pdf
1.0,edge_000797,book_chunk,BELONGS_TO_PANEL,ev_cbc_012215_133e6f5586,panel:cbc
0.9,edge_000798,book_chunk,MENTIONS_TEST,ev_cbc_012215_133e6f5586,test:hgb
0.55,edge_000799,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:hgb:high,ev_cbc_012215_133e6f5586
0.55,edge_000800,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:hgb:low,ev_cbc_012215_133e6f5586
0.9,edge_000801,book_chunk,MENTIONS_TEST,ev_cbc_012215_133e6f5586,test:mch
0.55,edge_000802,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:mch:high,ev_cbc_012215_133e6f5586
0.55,edge_000803,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:mch:low,ev_cbc_012215_133e6f5586
0.9,edge_000804,book_chunk,MENTIONS_TEST,ev_cbc_012215_133e6f5586,test:mcv
0.55,edge_000805,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:mcv:high,ev_cbc_012215_133e6f5586
0.55,edge_000806,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:mcv:low,ev_cbc_012215_133e6f5586
0.9,edge_000807,book_chunk,MENTIONS_TEST,ev_cbc_012215_133e6f5586,test:plt
0.55,edge_000808,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:plt:high,ev_cbc_012215_133e6f5586
0.55,edge_000809,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:plt:low,ev_cbc_012215_133e6f5586
0.75,edge_000810,book_chunk,SUPPORTS_CONDITION,ev_cbc_012215_133e6f5586,condition:anemia
0.75,edge_000811,book_chunk,SUPPORTS_CONDITION,ev_cbc_012215_133e6f5586,condition:microcytic_anemia
1.0,edge_000812,book_chunk,FROM_SOURCE,ev_cbc_002965_baa387eeec,source:harrison_pdf
1.0,edge_000813,book_chunk,BELONGS_TO_PANEL,ev_cbc_002965_baa387eeec,panel:cbc
0.9,edge_000814,book_chunk,MENTIONS_TEST,ev_cbc_002965_baa387eeec,test:mch
0.55,edge_000815,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:mch:high,ev_cbc_002965_baa387eeec
0.55,edge_000816,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:mch:low,ev_cbc_002965_baa387eeec
0.9,edge_000817,book_chunk,MENTIONS_TEST,ev_cbc_002965_baa387eeec,test:rbc
0.55,edge_000818,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:rbc:high,ev_cbc_002965_baa387eeec
0.55,edge_000819,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:rbc:low,ev_cbc_002965_baa387eeec
0.9,edge_000820,book_chunk,MENTIONS_TEST,ev_cbc_002965_baa387eeec,test:rdw
0.55,edge_000821,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:rdw:high,ev_cbc_002965_baa387eeec
0.55,edge_000822,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:rdw:low,ev_cbc_002965_baa387eeec
0.75,edge_000823,book_chunk,SUPPORTS_CONDITION,ev_cbc_002965_baa387eeec,condition:anemia
0.75,edge_000824,book_chunk,SUPPORTS_CONDITION,ev_cbc_002965_baa387eeec,condition:anisocytosis
0.75,edge_000825,book_chunk,SUPPORTS_CONDITION,ev_cbc_002965_baa387eeec,condition:bone_marrow_disorder
0.75,edge_000826,book_chunk,SUPPORTS_CONDITION,ev_cbc_002965_baa387eeec,condition:polycythemia
1.0,edge_000827,book_chunk,FROM_SOURCE,ev_cbc_007146_0a86001759,source:harrison_pdf
1.0,edge_000828,book_chunk,BELONGS_TO_PANEL,ev_cbc_007146_0a86001759,panel:cbc
0.9,edge_000829,book_chunk,MENTIONS_TEST,ev_cbc_007146_0a86001759,test:lymph
0.55,edge_000830,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:lymph:high,ev_cbc_007146_0a86001759
0.55,edge_000831,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:lymph:low,ev_cbc_007146_0a86001759
0.9,edge_000832,book_chunk,MENTIONS_TEST,ev_cbc_007146_0a86001759,test:rbc
0.55,edge_000833,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:rbc:high,ev_cbc_007146_0a86001759
0.55,edge_000834,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:rbc:low,ev_cbc_007146_0a86001759
0.9,edge_000835,book_chunk,MENTIONS_TEST,ev_cbc_007146_0a86001759,test:wbc
0.55,edge_000836,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:wbc:high,ev_cbc_007146_0a86001759
0.55,edge_000837,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:wbc:low,ev_cbc_007146_0a86001759
0.75,edge_000838,book_chunk,SUPPORTS_CONDITION,ev_cbc_007146_0a86001759,condition:bleeding_risk
0.75,edge_000839,book_chunk,SUPPORTS_CONDITION,ev_cbc_007146_0a86001759,condition:coagulation_disorder
0.75,edge_000840,book_chunk,SUPPORTS_CONDITION,ev_cbc_007146_0a86001759,condition:lymphocytosis
0.75,edge_000841,book_chunk,SUPPORTS_CONDITION,ev_cbc_007146_0a86001759,condition:viral_infection
1.0,edge_000842,book_chunk,FROM_SOURCE,ev_cbc_002892_82039e2fba,source:harrison_pdf
1.0,edge_000843,book_chunk,BELONGS_TO_PANEL,ev_cbc_002892_82039e2fba,panel:cbc
0.9,edge_000844,book_chunk,MENTIONS_TEST,ev_cbc_002892_82039e2fba,test:eos
0.55,edge_000845,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:eos:high,ev_cbc_002892_82039e2fba
0.55,edge_000846,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:eos:low,ev_cbc_002892_82039e2fba
0.9,edge_000847,book_chunk,MENTIONS_TEST,ev_cbc_002892_82039e2fba,test:lymph
0.55,edge_000848,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:lymph:high,ev_cbc_002892_82039e2fba
0.55,edge_000849,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:lymph:low,ev_cbc_002892_82039e2fba
0.9,edge_000850,book_chunk,MENTIONS_TEST,ev_cbc_002892_82039e2fba,test:wbc
0.55,edge_000851,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:wbc:high,ev_cbc_002892_82039e2fba
0.55,edge_000852,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:wbc:low,ev_cbc_002892_82039e2fba
0.75,edge_000853,book_chunk,SUPPORTS_CONDITION,ev_cbc_002892_82039e2fba,condition:eosinophilia
0.75,edge_000854,book_chunk,SUPPORTS_CONDITION,ev_cbc_002892_82039e2fba,condition:hepatocellular_injury
0.75,edge_000855,book_chunk,SUPPORTS_CONDITION,ev_cbc_002892_82039e2fba,condition:hyperuricemia
0.75,edge_000856,book_chunk,SUPPORTS_CONDITION,ev_cbc_002892_82039e2fba,condition:leukocytosis
0.75,edge_000857,book_chunk,SUPPORTS_CONDITION,ev_cbc_002892_82039e2fba,condition:lymphocytosis
0.75,edge_000858,book_chunk,SUPPORTS_CONDITION,ev_cbc_002892_82039e2fba,condition:renal_impairment
0.75,edge_000859,book_chunk,SUPPORTS_CONDITION,ev_cbc_002892_82039e2fba,condition:viral_infection
1.0,edge_000860,book_chunk,FROM_SOURCE,ev_cbc_007965_e04873f6ba,source:harrison_pdf
1.0,edge_000861,book_chunk,BELONGS_TO_PANEL,ev_cbc_007965_e04873f6ba,panel:cbc
0.9,edge_000862,book_chunk,MENTIONS_TEST,ev_cbc_007965_e04873f6ba,test:lymph
0.55,edge_000863,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:lymph:high,ev_cbc_007965_e04873f6ba
0.55,edge_000864,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:lymph:low,ev_cbc_007965_e04873f6ba
0.9,edge_000865,book_chunk,MENTIONS_TEST,ev_cbc_007965_e04873f6ba,test:neut
0.55,edge_000866,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:neut:high,ev_cbc_007965_e04873f6ba
0.55,edge_000867,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:neut:low,ev_cbc_007965_e04873f6ba
0.9,edge_000868,book_chunk,MENTIONS_TEST,ev_cbc_007965_e04873f6ba,test:plt
0.55,edge_000869,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:plt:high,ev_cbc_007965_e04873f6ba
0.55,edge_000870,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:plt:low,ev_cbc_007965_e04873f6ba
0.75,edge_000871,book_chunk,SUPPORTS_CONDITION,ev_cbc_007965_e04873f6ba,condition:anemia
0.75,edge_000872,book_chunk,SUPPORTS_CONDITION,ev_cbc_007965_e04873f6ba,condition:bone_marrow_disorder
0.75,edge_000873,book_chunk,SUPPORTS_CONDITION,ev_cbc_007965_e04873f6ba,condition:infection
0.75,edge_000874,book_chunk,SUPPORTS_CONDITION,ev_cbc_007965_e04873f6ba,condition:lymphopenia
0.75,edge_000875,book_chunk,SUPPORTS_CONDITION,ev_cbc_007965_e04873f6ba,condition:neutropenia
0.75,edge_000876,book_chunk,SUPPORTS_CONDITION,ev_cbc_007965_e04873f6ba,condition:thrombocytopenia
0.95,edge_000877,book_chunk,FROM_SOURCE,ev_cbc_000312_8afe8fe21b,source:clinical_hematology_pdf
1.0,edge_000878,book_chunk,BELONGS_TO_PANEL,ev_cbc_000312_8afe8fe21b,panel:cbc
0.9,edge_000879,book_chunk,MENTIONS_TEST,ev_cbc_000312_8afe8fe21b,test:hgb
0.55,edge_000880,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:hgb:high,ev_cbc_000312_8afe8fe21b
0.55,edge_000881,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:hgb:low,ev_cbc_000312_8afe8fe21b
0.9,edge_000882,book_chunk,MENTIONS_TEST,ev_cbc_000312_8afe8fe21b,test:lymph
0.55,edge_000883,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:lymph:high,ev_cbc_000312_8afe8fe21b
0.55,edge_000884,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:lymph:low,ev_cbc_000312_8afe8fe21b
0.9,edge_000885,book_chunk,MENTIONS_TEST,ev_cbc_000312_8afe8fe21b,test:neut
0.55,edge_000886,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:neut:high,ev_cbc_000312_8afe8fe21b
0.55,edge_000887,book_chunk,SUPPORTED_BY_EVIDENCE,finding_concept:cbc:neut:low,ev_cbc_000312_8afe8fe21b
0.9,edge_000888,book_chunk,MENTIONS_TEST,ev_cbc_000312_8afe8fe21b,test:plt
